type	cobo	asad	aget	chan	det	row	col	num	nom
0	0	3	0	29	-1	19	3	0	TPC
0	0	3	0	30	-1	19	7	0	TPC
0	0	3	0	31	-1	21	5	0	TPC
0	0	3	0	32	-1	20	4	0	TPC
0	0	3	0	33	-1	16	0	0	TPC
0	0	3	0	34	-1	20	11	0	TPC
0	0	3	0	35	-1	19	10	0	TPC
0	0	3	0	36	-1	16	2	0	TPC
0	0	3	0	37	-1	19	1	0	TPC
0	0	3	0	38	-1	21	14	0	TPC
0	0	3	0	39	-1	20	13	0	TPC
0	0	3	0	40	-1	18	4	0	TPC
0	0	3	0	41	-1	20	2	0	TPC
0	0	3	0	42	-1	21	8	0	TPC
0	0	3	0	43	-1	19	12	0	TPC
0	0	3	0	44	-1	17	1	0	TPC
0	0	3	0	45	-1	-1	-1	0	TPC
0	0	3	0	46	-1	21	3	0	TPC
0	0	3	0	47	-1	20	7	0	TPC
0	0	3	0	48	-1	21	10	0	TPC
0	0	3	0	49	-1	18	0	0	TPC
0	0	3	0	50	-1	19	5	0	TPC
0	0	3	0	51	-1	20	9	0	TPC
0	0	3	0	52	-1	19	6	0	TPC
0	0	3	0	53	-1	17	15	0	TPC
0	0	3	0	54	-1	18	14	0	TPC
0	0	3	0	55	-1	21	4	0	TPC
