pad	cobo	asad	aget	chan	row	col
1481	1	3	0	0	0	8
1497	1	3	0	1	3	2
1524	1	3	0	2	3	11
1485	1	3	0	3	0	12
1534	1	3	0	4	1	15
1501	1	3	0	5	1	4
1528	1	3	0	6	1	13
1477	1	3	0	7	0	4
1530	1	3	0	8	3	13
1493	1	3	0	9	2	1
1532	1	3	0	10	2	14
-1		1	3	0	11	-1	-1
1473	1	3	0	12	0	0
1526	1	3	0	13	2	12
1489	1	3	0	14	1	0
1487	1	3	0	15	0	14
1536	1	3	0	16	3	15
1535	1	3	0	17	2	15
1522	1	3	0	18	1	11
1508	1	3	0	19	2	6
1490	1	3	0	20	2	0
1518	1	3	0	21	3	9
-1		1	3	0	22	-1	-1
1531	1	3	0	23	1	14
1483	1	3	0	24	0	10
1494	1	3	0	25	3	1
1514	1	3	0	26	2	8
1527	1	3	0	27	3	12
1479	1	3	0	28	0	6
1498	1	3	0	29	1	3
1510	1	3	0	30	1	7
1506	1	3	0	31	3	5
1502	1	3	0	32	2	4
1475	1	3	0	33	0	2
1523	1	3	0	34	2	11
1519	1	3	0	35	1	10
1484	1	3	0	36	0	11
1492	1	3	0	37	1	1
1533	1	3	0	38	3	14
1529	1	3	0	39	2	13
1488	1	3	0	40	0	15
1496	1	3	0	41	2	2
1515	1	3	0	42	3	8
1525	1	3	0	43	1	12
1480	1	3	0	44	0	7
-1		1	3	0	45	-1	-1
1500	1	3	0	46	3	3
1511	1	3	0	47	2	7
1521	1	3	0	48	3	10
1476	1	3	0	49	0	3
1504	1	3	0	50	1	5
1517	1	3	0	51	2	9
1507	1	3	0	52	1	6
1486	1	3	0	53	0	13
1482	1	3	0	54	0	9
1503	1	3	0	55	3	4
-1		1	3	0	56	-1	-1
1513	1	3	0	57	1	8
1512	1	3	0	58	3	7
1478	1	3	0	59	0	5
1499	1	3	0	60	2	3
1509	1	3	0	61	3	6
1520	1	3	0	62	2	10
1474	1	3	0	63	0	1
1491	1	3	0	64	3	0
1505	1	3	0	65	2	5
1495	1	3	0	66	1	2
1516	1	3	0	67	1	9
1417	1	3	1	0	0	24
1433	1	3	1	1	3	18
1460	1	3	1	2	3	27
1421	1	3	1	3	0	28
1470	1	3	1	4	1	31
1437	1	3	1	5	1	20
1464	1	3	1	6	1	29
1413	1	3	1	7	0	20
1466	1	3	1	8	3	29
1429	1	3	1	9	2	17
1468	1	3	1	10	2	30
-1		1	3	1	11	-1	-1
1409	1	3	1	12	0	16
1462	1	3	1	13	2	28
1425	1	3	1	14	1	16
1423	1	3	1	15	0	30
1472	1	3	1	16	3	31
1471	1	3	1	17	2	31
1458	1	3	1	18	1	27
1444	1	3	1	19	2	22
1426	1	3	1	20	2	16
1454	1	3	1	21	3	25
-1		1	3	1	22	-1	-1
1467	1	3	1	23	1	30
1419	1	3	1	24	0	26
1430	1	3	1	25	3	17
1450	1	3	1	26	2	24
1463	1	3	1	27	3	28
1415	1	3	1	28	0	22
1434	1	3	1	29	1	19
1446	1	3	1	30	1	23
1442	1	3	1	31	3	21
1438	1	3	1	32	2	20
1411	1	3	1	33	0	18
1459	1	3	1	34	2	27
1455	1	3	1	35	1	26
1420	1	3	1	36	0	27
1428	1	3	1	37	1	17
1469	1	3	1	38	3	30
1465	1	3	1	39	2	29
1424	1	3	1	40	0	31
1432	1	3	1	41	2	18
1451	1	3	1	42	3	24
1461	1	3	1	43	1	28
1416	1	3	1	44	0	23
-1		1	3	1	45	-1	-1
1436	1	3	1	46	3	19
1447	1	3	1	47	2	23
1457	1	3	1	48	3	26
1412	1	3	1	49	0	19
1440	1	3	1	50	1	21
1453	1	3	1	51	2	25
1443	1	3	1	52	1	22
1422	1	3	1	53	0	29
1418	1	3	1	54	0	25
1439	1	3	1	55	3	20
-1		1	3	1	56	-1	-1
1449	1	3	1	57	1	24
1448	1	3	1	58	3	23
1414	1	3	1	59	0	21
1435	1	3	1	60	2	19
1445	1	3	1	61	3	22
1456	1	3	1	62	2	26
1410	1	3	1	63	0	17
1427	1	3	1	64	3	16
1441	1	3	1	65	2	21
1431	1	3	1	66	1	18
1452	1	3	1	67	1	25
905		1	3	2	0	0	40
921		1	3	2	1	3	34
948		1	3	2	2	3	43
909		1	3	2	3	0	44
958		1	3	2	4	1	47
925		1	3	2	5	1	36
952		1	3	2	6	1	45
901		1	3	2	7	0	36
954		1	3	2	8	3	45
917		1	3	2	9	2	33
956		1	3	2	10	2	46
-1		1	3	2	11	-1	-1
897		1	3	2	12	0	32
950		1	3	2	13	2	44
913		1	3	2	14	1	32
911		1	3	2	15	0	46
960		1	3	2	16	3	47
959		1	3	2	17	2	47
946		1	3	2	18	1	43
932		1	3	2	19	2	38
914		1	3	2	20	2	32
942		1	3	2	21	3	41
-1		1	3	2	22	-1	-1
955		1	3	2	23	1	46
907		1	3	2	24	0	42
918		1	3	2	25	3	33
938		1	3	2	26	2	40
951		1	3	2	27	3	44
903		1	3	2	28	0	38
922		1	3	2	29	1	35
934		1	3	2	30	1	39
930		1	3	2	31	3	37
926		1	3	2	32	2	36
899		1	3	2	33	0	34
947		1	3	2	34	2	43
943		1	3	2	35	1	42
908		1	3	2	36	0	43
916		1	3	2	37	1	33
957		1	3	2	38	3	46
953		1	3	2	39	2	45
912		1	3	2	40	0	47
920		1	3	2	41	2	34
939		1	3	2	42	3	40
949		1	3	2	43	1	44
904		1	3	2	44	0	39
-1		1	3	2	45	-1	-1
924		1	3	2	46	3	35
935		1	3	2	47	2	39
945		1	3	2	48	3	42
900		1	3	2	49	0	35
928		1	3	2	50	1	37
941		1	3	2	51	2	41
931		1	3	2	52	1	38
910		1	3	2	53	0	45
906		1	3	2	54	0	41
927		1	3	2	55	3	36
-1		1	3	2	56	-1	-1
937		1	3	2	57	1	40
936		1	3	2	58	3	39
902		1	3	2	59	0	37
923		1	3	2	60	2	35
933		1	3	2	61	3	38
944		1	3	2	62	2	42
898		1	3	2	63	0	33
915		1	3	2	64	3	32
929		1	3	2	65	2	37
919		1	3	2	66	1	34
940		1	3	2	67	1	41
969		1	3	3	0	0	56
985		1	3	3	1	3	50
1012	1	3	3	2	3	59
973		1	3	3	3	0	60
1022	1	3	3	4	1	63
989		1	3	3	5	1	52
1016	1	3	3	6	1	61
965		1	3	3	7	0	52
1018	1	3	3	8	3	61
981		1	3	3	9	2	49
1020	1	3	3	10	2	62
-1		1	3	3	11	-1	-1
961		1	3	3	12	0	48
1014	1	3	3	13	2	60
977		1	3	3	14	1	48
975		1	3	3	15	0	62
1024	1	3	3	16	3	63
1023	1	3	3	17	2	63
1010	1	3	3	18	1	59
996		1	3	3	19	2	54
978		1	3	3	20	2	48
1006	1	3	3	21	3	57
-1		1	3	3	22	-1	-1
1019	1	3	3	23	1	62
971		1	3	3	24	0	58
982		1	3	3	25	3	49
1002	1	3	3	26	2	56
1015	1	3	3	27	3	60
967		1	3	3	28	0	54
986		1	3	3	29	1	51
998		1	3	3	30	1	55
994		1	3	3	31	3	53
990		1	3	3	32	2	52
963		1	3	3	33	0	50
1011	1	3	3	34	2	59
1007	1	3	3	35	1	58
972		1	3	3	36	0	59
980		1	3	3	37	1	49
1021	1	3	3	38	3	62
1017	1	3	3	39	2	61
976		1	3	3	40	0	63
984		1	3	3	41	2	50
1003	1	3	3	42	3	56
1013	1	3	3	43	1	60
968		1	3	3	44	0	55
-1		1	3	3	45	-1	-1
988		1	3	3	46	3	51
999		1	3	3	47	2	55
1009	1	3	3	48	3	58
964		1	3	3	49	0	51
992		1	3	3	50	1	53
1005	1	3	3	51	2	57
995		1	3	3	52	1	54
974		1	3	3	53	0	61
970		1	3	3	54	0	57
991		1	3	3	55	3	52
-1		1	3	3	56	-1	-1
1001	1	3	3	57	1	56
1000	1	3	3	58	3	55
966		1	3	3	59	0	53
987		1	3	3	60	2	51
997		1	3	3	61	3	54
1008	1	3	3	62	2	58
962		1	3	3	63	0	49
979		1	3	3	64	3	48
993		1	3	3	65	2	53
983		1	3	3	66	1	50
1004	1	3	3	67	1	57
